"Country or Area","Year(s)","Value","Value Footnotes"
"Republic of Korea","2012","2321.4",""
"Republic of Korea","2011","2198.5",""
"Republic of Korea","2010","2086.2",""
"Republic of Korea","2009","1894.8",""
"Republic of Korea","2008","1757.7",""
"Republic of Korea","2007","1666.8",""
"Republic of Korea","2006","1479.5",""
"Republic of Korea","2005","1282.1",""
"Republic of Korea","2004","1127.8",""
"Republic of Korea","2003","1042.1",""
"Republic of Korea","2002","943.8",""
"Republic of Korea","2001","898.8",""
"Republic of Korea","2000","743.9",""
"Republic of Moldova","2012","490.3",""
"Republic of Moldova","2011","436.0",""
"Republic of Moldova","2010","369.7",""
"Republic of Moldova","2009","356.3",""
"Republic of Moldova","2008","342.8",""
"Republic of Moldova","2007","296.1",""
"Republic of Moldova","2006","271.9",""
"Republic of Moldova","2005","215.9",""
"Republic of Moldova","2004","179.8",""
"Republic of Moldova","2003","159.4",""
"Republic of Moldova","2002","141.4",""
"Republic of Moldova","2001","113.6",""
"Republic of Moldova","2000","97.7",""
"Romania","2012","872.9",""
"Romania","2011","863.9",""
"Romania","2010","880.9",""
"Romania","2009","825.7",""
"Romania","2008","814.7",""
"Romania","2007","668.0",""
"Romania","2006","565.8",""
"Romania","2005","514.1",""
"Romania","2004","476.8",""
"Romania","2003","409.6",""
"Romania","2002","323.2",""
"Romania","2001","279.9",""
"Romania","2000","247.8",""
"Russian Federation","2012","1473.8",""
"Russian Federation","2011","1353.7",""
"Russian Federation","2010","1297.3",""
"Russian Federation","2009","1171.5",""
"Russian Federation","2008","1030.0",""
"Russian Federation","2007","891.0",""
"Russian Federation","2006","786.3",""
"Russian Federation","2005","614.4",""
"Russian Federation","2004","530.0",""
"Russian Federation","2003","518.0",""
"Russian Federation","2002","480.2",""
"Russian Federation","2001","417.1",""
"Russian Federation","2000","369.3",""
"Rwanda","2012","144.3",""
"Rwanda","2011","138.1",""
"Rwanda","2010","126.5",""
"Rwanda","2009","110.5",""
"Rwanda","2008","108.1",""
"Rwanda","2007","96.9",""
"Rwanda","2006","89.8",""
"Rwanda","2005","49.9",""
"Rwanda","2004","43.2",""
"Rwanda","2003","43.4",""
"Rwanda","2002","28.0",""
"Rwanda","2001","26.1",""
"Rwanda","2000","23.6",""
"Saint Kitts and Nevis","2012","1064.7",""
"Saint Kitts and Nevis","2011","1046.4",""
"Saint Kitts and Nevis","2010","949.1",""
"Saint Kitts and Nevis","2009","874.3",""
"Saint Kitts and Nevis","2008","782.0",""
"Saint Kitts and Nevis","2007","716.4",""
"Saint Kitts and Nevis","2006","685.1",""
"Saint Kitts and Nevis","2005","559.8",""
"Saint Kitts and Nevis","2004","495.8",""
"Saint Kitts and Nevis","2003","493.4",""
"Saint Kitts and Nevis","2002","492.8",""
"Saint Kitts and Nevis","2001","504.3",""
"Saint Kitts and Nevis","2000","533.1",""
"Saint Lucia","2012","944.9",""
"Saint Lucia","2011","860.0",""
"Saint Lucia","2010","859.3",""
"Saint Lucia","2009","888.3",""
"Saint Lucia","2008","823.2",""
"Saint Lucia","2007","712.6",""
"Saint Lucia","2006","660.7",""
"Saint Lucia","2005","579.5",""
"Saint Lucia","2004","574.9",""
"Saint Lucia","2003","513.3",""
"Saint Lucia","2002","502.8",""
"Saint Lucia","2001","485.8",""
"Saint Lucia","2000","451.9",""
"Saint Vincent and the Grenadines","2012","573.4",""
"Saint Vincent and the Grenadines","2011","519.1",""
"Saint Vincent and the Grenadines","2010","491.2",""
"Saint Vincent and the Grenadines","2009","547.0",""
"Saint Vincent and the Grenadines","2008","508.0",""
"Saint Vincent and the Grenadines","2007","408.7",""
"Saint Vincent and the Grenadines","2006","381.4",""
"Saint Vincent and the Grenadines","2005","323.5",""
"Saint Vincent and the Grenadines","2004","311.5",""
"Saint Vincent and the Grenadines","2003","305.7",""
"Saint Vincent and the Grenadines","2002","280.6",""
"Saint Vincent and the Grenadines","2001","241.1",""
"Saint Vincent and the Grenadines","2000","237.3",""
"Samoa","2012","308.1",""
"Samoa","2011","308.8",""
"Samoa","2010","272.5",""
"Samoa","2009","238.8",""
"Samoa","2008","225.3",""
"Samoa","2007","246.3",""
"Samoa","2006","208.3",""
"Samoa","2005","190.0",""
"Samoa","2004","176.9",""
"Samoa","2003","172.5",""
"Samoa","2002","174.3",""
"Samoa","2001","172.1",""
"Samoa","2000","165.2",""
"San Marino","2012","3735.7",""
"San Marino","2011","3235.0",""
"San Marino","2010","2591.1",""
"San Marino","2009","2606.3",""
"San Marino","2008","2890.2",""
"San Marino","2007","3072.1",""
"San Marino","2006","2948.5",""
"San Marino","2005","2900.1",""
"San Marino","2004","2833.0",""
"San Marino","2003","2609.6",""
"San Marino","2002","3200.4",""
"San Marino","2001","2557.2",""
"San Marino","2000","2469.5",""
"Sao Tome and Principe","2012","144.3",""
"Sao Tome and Principe","2011","142.7",""
"Sao Tome and Principe","2010","130.6",""
"Sao Tome and Principe","2009","138.1",""
"Sao Tome and Principe","2008","112.3",""
"Sao Tome and Principe","2007","112.6",""
"Sao Tome and Principe","2006","128.9",""
"Sao Tome and Principe","2005","153.4",""
"Sao Tome and Principe","2004","152.6",""
"Sao Tome and Principe","2003","153.1",""
"Sao Tome and Principe","2002","114.7",""
"Sao Tome and Principe","2001","116.1",""
"Sao Tome and Principe","2000","311.1",""
"Saudi Arabia","2012","1003.6",""
"Saudi Arabia","2011","898.5",""
"Saudi Arabia","2010","947.4",""
"Saudi Arabia","2009","937.7",""
"Saudi Arabia","2008","732.4",""
"Saudi Arabia","2007","825.5",""
"Saudi Arabia","2006","793.5",""
"Saudi Arabia","2005","724.0",""
"Saudi Arabia","2004","709.8",""
"Saudi Arabia","2003","739.3",""
"Saudi Arabia","2002","742.9",""
"Saudi Arabia","2001","796.0",""
"Saudi Arabia","2000","753.6",""
"Senegal","2012","96.5",""
"Senegal","2011","94.1",""
"Senegal","2010","89.2",""
"Senegal","2009","86.7",""
"Senegal","2008","89.0",""
"Senegal","2007","82.3",""
"Senegal","2006","90.6",""
"Senegal","2005","86.7",""
"Senegal","2004","86.6",""
"Senegal","2003","77.6",""
"Senegal","2002","68.7",""
"Senegal","2001","67.8",""
"Senegal","2000","60.5",""
"Serbia","2012","1249.8",""
"Serbia","2011","1172.1",""
"Serbia","2010","1183.4",""
"Serbia","2009","1162.7",""
"Serbia","2008","1195.0",""
"Serbia","2007","1046.8",""
"Serbia","2006","888.3",""
"Serbia","2005","771.0",""
"Serbia","2004","502.9",""
"Serbia","2003","452.2",""
"Serbia","2002","584.5",""
"Serbia","2001","346.4",""
"Serbia","2000","313.0",""
"Seychelles","2012","1196.7",""
"Seychelles","2011","877.1",""
"Seychelles","2010","849.8",""
"Seychelles","2009","569.9",""
"Seychelles","2008","573.8",""
"Seychelles","2007","728.1",""
"Seychelles","2006","728.7",""
"Seychelles","2005","689.2",""
"Seychelles","2004","665.7",""
"Seychelles","2003","759.6",""
"Seychelles","2002","735.6",""
"Seychelles","2001","775.3",""
"Seychelles","2000","812.9",""
"Sierra Leone","2012","204.9",""
"Sierra Leone","2011","191.6",""
"Sierra Leone","2010","170.7",""
"Sierra Leone","2009","178.4",""
"Sierra Leone","2008","146.3",""
"Sierra Leone","2007","137.5",""
"Sierra Leone","2006","128.2",""
"Sierra Leone","2005","135.9",""
"Sierra Leone","2004","126.6",""
"Sierra Leone","2003","122.3",""
"Sierra Leone","2002","118.1",""
"Sierra Leone","2001","96.8",""
"Sierra Leone","2000","121.3",""
"Singapore","2012","2880.6",""
"Singapore","2011","2555.6",""
"Singapore","2010","2408.2",""
"Singapore","2009","2286.4",""
"Singapore","2008","2094.8",""
"Singapore","2007","1824.8",""
"Singapore","2006","1738.9",""
"Singapore","2005","1632.9",""
"Singapore","2004","1279.5",""
"Singapore","2003","1333.6",""
"Singapore","2002","1015.2",""
"Singapore","2001","824.2",""
"Singapore","2000","954.4",""
"Slovakia","2012","1976.8",""
"Slovakia","2011","1917.0",""
"Slovakia","2010","2088.2",""
"Slovakia","2009","2065.8",""
"Slovakia","2008","1863.6",""
"Slovakia","2007","1619.0",""
"Slovakia","2006","1349.4",""
"Slovakia","2005","1140.0",""
"Slovakia","2004","1057.1",""
"Slovakia","2003","791.6",""
"Slovakia","2002","729.9",""
"Slovakia","2001","664.7",""
"Slovakia","2000","604.1",""
"Slovenia","2012","2419.9",""
"Slovenia","2011","2423.3",""
"Slovenia","2010","2366.4",""
"Slovenia","2009","2482.3",""
"Slovenia","2008","2437.5",""
"Slovenia","2007","2148.2",""
"Slovenia","2006","2108.9",""
"Slovenia","2005","1964.4",""
"Slovenia","2004","1859.1",""
"Slovenia","2003","1775.7",""
"Slovenia","2002","1704.1",""
"Slovenia","2001","1582.0",""
"Slovenia","2000","1451.7",""
"Solomon Islands","2012","251.6",""
"Solomon Islands","2011","230.3",""
"Solomon Islands","2010","202.9",""
"Solomon Islands","2009","203.7",""
"Solomon Islands","2008","149.6",""
"Solomon Islands","2007","140.2",""
"Solomon Islands","2006","149.0",""
"Solomon Islands","2005","162.6",""
"Solomon Islands","2004","110.2",""
"Solomon Islands","2003","111.5",""
"Solomon Islands","2002","106.8",""
"Solomon Islands","2001","117.4",""
"Solomon Islands","2000","90.7",""
"Somalia","2001","17.2",""
"Somalia","2000","16.9",""
"South Africa","2012","982.3",""
"South Africa","2011","929.6",""
"South Africa","2010","893.6",""
"South Africa","2009","861.8",""
"South Africa","2008","813.7",""
"South Africa","2007","754.5",""
"South Africa","2006","771.5",""
"South Africa","2005","739.9",""
"South Africa","2004","698.7",""
"South Africa","2003","639.1",""
"South Africa","2002","607.7",""
"South Africa","2001","591.0",""
"South Africa","2000","551.4",""
"South Sudan","2012","32.7",""
"South Sudan","2011","34.7",""
"Spain","2012","3144.9",""
"Spain","2011","2984.5",""
"Spain","2010","3038.9",""
"Spain","2009","3085.4",""
"Spain","2008","2982.2",""
"Spain","2007","2760.0",""
"Spain","2006","2565.7",""
"Spain","2005","2289.3",""
"Spain","2004","2150.8",""
"Spain","2003","2036.5",""
"Spain","2002","1759.9",""
"Spain","2001","1645.5",""
"Spain","2000","1545.8",""
"Sri Lanka","2012","189.4",""
"Sri Lanka","2011","182.8",""
"Sri Lanka","2010","174.4",""
"Sri Lanka","2009","156.3",""
"Sri Lanka","2008","154.0",""
"Sri Lanka","2007","154.7",""
"Sri Lanka","2006","155.3",""
"Sri Lanka","2005","140.7",""
"Sri Lanka","2004","136.3",""
"Sri Lanka","2003","117.8",""
"Sri Lanka","2002","108.4",""
"Sri Lanka","2001","101.6",""
"Sri Lanka","2000","101.0",""
"Sudan","2012","159.1",""
"Sudan","2011","164.3",""
"Sudan","2010","164.5",""
"Sudan","2009","182.0",""
"Sudan","2008","180.6",""
"Sudan","2007","145.3",""
"Sudan","2006","105.5",""
"Sudan","2005","78.1",""
"Sudan","2004","73.5",""
"Sudan","2003","64.7",""
"Sudan","2002","56.9",""
"Sudan","2001","53.7",""
"Sudan","2000","48.6",""
"Suriname","2012","520.6",""
"Suriname","2011","503.6",""
"Suriname","2010","458.1",""
"Suriname","2009","462.9",""
"Suriname","2008","434.0",""
"Suriname","2007","411.7",""
"Suriname","2006","403.7",""
"Suriname","2005","415.1",""
"Suriname","2004","394.7",""
"Suriname","2003","343.0",""
"Suriname","2002","346.5",""
"Suriname","2001","389.8",""
"Suriname","2000","385.2",""
"Swaziland","2012","447.5",""
"Swaziland","2011","436.4",""
"Swaziland","2010","442.5",""
"Swaziland","2009","435.3",""
"Swaziland","2008","421.1",""
"Swaziland","2007","352.0",""
"Swaziland","2006","324.2",""
"Swaziland","2005","307.1",""
"Swaziland","2004","253.3",""
"Swaziland","2003","236.0",""
"Swaziland","2002","203.3",""
"Swaziland","2001","198.4",""
"Swaziland","2000","197.1",""
"Sweden","2012","4157.8",""
"Sweden","2011","3938.0",""
"Sweden","2010","3731.5",""
"Sweden","2009","3719.8",""
"Sweden","2008","3670.4",""
"Sweden","2007","3442.4",""
"Sweden","2006","3202.2",""
"Sweden","2005","2969.4",""
"Sweden","2004","2959.0",""
"Sweden","2003","2838.7",""
"Sweden","2002","2706.6",""
"Sweden","2001","2505.3",""
"Sweden","2000","2289.1",""
"Switzerland","2012","6062.1",""
"Switzerland","2011","5672.9",""
"Switzerland","2010","5328.1",""
"Switzerland","2009","5184.8",""
"Switzerland","2008","4968.3",""
"Switzerland","2007","4593.2",""
"Switzerland","2006","4260.8",""
"Switzerland","2005","4027.3",""
"Switzerland","2004","3949.0",""
"Switzerland","2003","3792.4",""
"Switzerland","2002","3687.7",""
"Switzerland","2001","3438.8",""
"Switzerland","2000","3230.0",""
"Syrian Arab Republic","2012","196.2",""
"Syrian Arab Republic","2011","190.7",""
"Syrian Arab Republic","2010","195.4",""
"Syrian Arab Republic","2009","198.5",""
"Syrian Arab Republic","2008","179.3",""
"Syrian Arab Republic","2007","192.7",""
"Syrian Arab Republic","2006","182.2",""
"Syrian Arab Republic","2005","184.8",""
"Syrian Arab Republic","2004","188.4",""
"Syrian Arab Republic","2003","201.5",""
"Syrian Arab Republic","2002","195.5",""
"Syrian Arab Republic","2001","181.4",""
"Syrian Arab Republic","2000","177.6",""
"Tajikistan","2012","129.1",""
"Tajikistan","2011","120.5",""
"Tajikistan","2010","116.4",""
"Tajikistan","2009","109.5",""
"Tajikistan","2008","100.7",""
"Tajikistan","2007","89.4",""
"Tajikistan","2006","73.5",""
"Tajikistan","2005","68.8",""
"Tajikistan","2004","56.7",""
"Tajikistan","2003","52.9",""
"Tajikistan","2002","47.8",""
"Tajikistan","2001","44.3",""
"Tajikistan","2000","40.4",""
"Thailand","2012","385.5",""
"Thailand","2011","372.3",""
"Thailand","2010","337.7",""
"Thailand","2009","334.3",""
"Thailand","2008","324.2",""
"Thailand","2007","281.6",""
"Thailand","2006","256.1",""
"Thailand","2005","241.0",""
"Thailand","2004","222.4",""
"Thailand","2003","209.3",""
"Thailand","2002","199.7",""
"Thailand","2001","169.2",""
"Thailand","2000","167.7",""
"The former Yugoslav Republic of Macedonia","2012","834.9",""
"The former Yugoslav Republic of Macedonia","2011","784.3",""
"The former Yugoslav Republic of Macedonia","2010","772.0",""
"The former Yugoslav Republic of Macedonia","2009","751.6",""
"The former Yugoslav Republic of Macedonia","2008","727.0",""
"The former Yugoslav Republic of Macedonia","2007","646.2",""
"The former Yugoslav Republic of Macedonia","2006","669.5",""
"The former Yugoslav Republic of Macedonia","2005","619.9",""
"The former Yugoslav Republic of Macedonia","2004","595.2",""
"The former Yugoslav Republic of Macedonia","2003","580.7",""
"The former Yugoslav Republic of Macedonia","2002","548.7",""
"The former Yugoslav Republic of Macedonia","2001","482.5",""
"The former Yugoslav Republic of Macedonia","2000","507.8",""
"Timor-Leste","2012","79.6",""
"Timor-Leste","2011","78.9",""
"Timor-Leste","2010","85.7",""
"Timor-Leste","2009","94.1",""
"Timor-Leste","2008","107.0",""
"Timor-Leste","2007","86.2",""
"Timor-Leste","2006","100.8",""
"Timor-Leste","2005","70.6",""
"Timor-Leste","2004","78.2",""
"Timor-Leste","2003","66.6",""
"Timor-Leste","2002","54.9",""
"Timor-Leste","2001","54.8",""
"Timor-Leste","2000","52.0",""
"Togo","2012","74.7",""
"Togo","2011","74.8",""
"Togo","2010","71.1",""
"Togo","2009","67.0",""
"Togo","2008","59.3",""
"Togo","2007","58.4",""
"Togo","2006","56.4",""
"Togo","2005","54.9",""
"Togo","2004","48.4",""
"Togo","2003","44.8",""
"Togo","2002","38.1",""
"Togo","2001","40.5",""
"Togo","2000","42.4",""
"Tonga","2012","269.9",""
"Tonga","2011","246.7",""
"Tonga","2010","220.0",""
"Tonga","2009","203.6",""
"Tonga","2008","269.0",""
"Tonga","2007","286.1",""
"Tonga","2006","234.2",""
"Tonga","2005","269.6",""
"Tonga","2004","191.6",""
"Tonga","2003","197.8",""
"Tonga","2002","188.8",""
"Tonga","2001","203.1",""
"Tonga","2000","162.1",""
"Trinidad and Tobago","2012","1449.7",""
"Trinidad and Tobago","2011","1370.3",""
"Trinidad and Tobago","2010","1351.4",""
"Trinidad and Tobago","2009","1574.3",""
"Trinidad and Tobago","2008","1169.9",""
"Trinidad and Tobago","2007","1219.3",""
"Trinidad and Tobago","2006","1053.9",""
"Trinidad and Tobago","2005","1069.2",""
"Trinidad and Tobago","2004","977.5",""
"Trinidad and Tobago","2003","868.9",""
"Trinidad and Tobago","2002","728.6",""
"Trinidad and Tobago","2001","586.6",""
"Trinidad and Tobago","2000","508.9",""
"Tunisia","2012","686.4",""
"Tunisia","2011","651.7",""
"Tunisia","2010","631.3",""
"Tunisia","2009","566.5",""
"Tunisia","2008","504.8",""
"Tunisia","2007","478.3",""
"Tunisia","2006","441.4",""
"Tunisia","2005","404.6",""
"Tunisia","2004","384.2",""
"Tunisia","2003","338.6",""
"Tunisia","2002","314.8",""
"Tunisia","2001","305.4",""
"Tunisia","2000","293.1",""
"Turkey","2012","1143.9",""
"Turkey","2011","1047.2",""
"Turkey","2010","1071.5",""
"Turkey","2009","979.7",""
"Turkey","2008","919.1",""
"Turkey","2007","845.2",""
"Turkey","2006","716.3",""
"Turkey","2005","594.5",""
"Turkey","2004","522.9",""
"Turkey","2003","450.0",""
"Turkey","2002","445.2",""
"Turkey","2001","426.5",""
"Turkey","2000","436.0",""
"Turkmenistan","2012","209.4",""
"Turkmenistan","2011","195.3",""
"Turkmenistan","2010","173.7",""
"Turkmenistan","2009","158.7",""
"Turkmenistan","2008","130.8",""
"Turkmenistan","2007","128.5",""
"Turkmenistan","2006","118.2",""
"Turkmenistan","2005","140.6",""
"Turkmenistan","2004","151.0",""
"Turkmenistan","2003","148.4",""
"Turkmenistan","2002","123.7",""
"Turkmenistan","2001","140.7",""
"Turkmenistan","2000","136.6",""
"Tuvalu","2012","432.9",""
"Tuvalu","2011","476.8",""
"Tuvalu","2010","365.3",""
"Tuvalu","2009","340.9",""
"Tuvalu","2008","372.9",""
"Tuvalu","2007","432.1",""
"Tuvalu","2006","463.7",""
"Tuvalu","2005","415.3",""
"Tuvalu","2004","394.1",""
"Tuvalu","2003","494.4",""
"Tuvalu","2002","169.7",""
"Tuvalu","2001","198.9",""
"Tuvalu","2000","225.3",""
"Uganda","2012","107.8",""
"Uganda","2011","122.5",""
"Uganda","2010","115.1",""
"Uganda","2009","113.0",""
"Uganda","2008","101.7",""
"Uganda","2007","100.6",""
"Uganda","2006","95.3",""
"Uganda","2005","82.7",""
"Uganda","2004","66.9",""
"Uganda","2003","60.5",""
"Uganda","2002","57.3",""
"Uganda","2001","51.6",""
"Uganda","2000","45.5",""
"Ukraine","2012","562.0",""
"Ukraine","2011","527.9",""
"Ukraine","2010","520.4",""
"Ukraine","2009","490.0",""
"Ukraine","2008","482.9",""
"Ukraine","2007","440.6",""
"Ukraine","2006","397.3",""
"Ukraine","2005","357.7",""
"Ukraine","2004","345.2",""
"Ukraine","2003","311.9",""
"Ukraine","2002","249.7",""
"Ukraine","2001","209.5",""
"Ukraine","2000","183.7",""
"United Arab Emirates","2012","1355.4",""
"United Arab Emirates","2011","1430.4",""
"United Arab Emirates","2010","1366.1",""
"United Arab Emirates","2009","1697.7",""
"United Arab Emirates","2008","822.5",""
"United Arab Emirates","2007","928.9",""
"United Arab Emirates","2006","931.9",""
"United Arab Emirates","2005","932.5",""
"United Arab Emirates","2004","1071.6",""
"United Arab Emirates","2003","1108.7",""
"United Arab Emirates","2002","1084.1",""
"United Arab Emirates","2001","992.2",""
"United Arab Emirates","2000","865.4",""
"United Kingdom","2012","3494.9",""
"United Kingdom","2011","3364.3",""
"United Kingdom","2010","3384.0",""
"United Kingdom","2009","3418.1",""
"United Kingdom","2008","3238.9",""
"United Kingdom","2007","3061.3",""
"United Kingdom","2006","2964.7",""
"United Kingdom","2005","2733.0",""
"United Kingdom","2004","2551.6",""
"United Kingdom","2003","2336.2",""
"United Kingdom","2002","2195.2",""
"United Kingdom","2001","2016.4",""
"United Kingdom","2000","1830.5",""
"United Republic of Tanzania","2012","108.7",""
"United Republic of Tanzania","2011","108.0",""
"United Republic of Tanzania","2010","99.9",""
"United Republic of Tanzania","2009","74.1",""
"United Republic of Tanzania","2008","68.2",""
"United Republic of Tanzania","2007","67.9",""
"United Republic of Tanzania","2006","72.7",""
"United Republic of Tanzania","2005","41.8",""
"United Republic of Tanzania","2004","33.2",""
"United Republic of Tanzania","2003","33.5",""
"United Republic of Tanzania","2002","28.8",""
"United Republic of Tanzania","2001","27.9",""
"United Republic of Tanzania","2000","25.3",""
"United States of America","2012","8895.1",""
"United States of America","2011","8467.0",""
"United States of America","2010","8254.2",""
"United States of America","2009","8008.7",""
"United States of America","2008","7769.4",""
"United States of America","2007","7486.3",""
"United States of America","2006","7110.2",""
"United States of America","2005","6732.2",""
"United States of America","2004","6354.5",""
"United States of America","2003","5992.7",""
"United States of America","2002","5578.4",""
"United States of America","2001","5137.8",""
"United States of America","2000","4790.0",""
"Uruguay","2012","1438.1",""
"Uruguay","2011","1293.6",""
"Uruguay","2010","1223.6",""
"Uruguay","2009","1132.3",""
"Uruguay","2008","981.8",""
"Uruguay","2007","902.6",""
"Uruguay","2006","862.3",""
"Uruguay","2005","793.4",""
"Uruguay","2004","737.6",""
"Uruguay","2003","777.5",""
"Uruguay","2002","855.5",""
"Uruguay","2001","930.4",""
"Uruguay","2000","952.9",""
"Uzbekistan","2012","220.8",""
"Uzbekistan","2011","192.9",""
"Uzbekistan","2010","168.2",""
"Uzbekistan","2009","155.5",""
"Uzbekistan","2008","138.8",""
"Uzbekistan","2007","133.5",""
"Uzbekistan","2006","121.0",""
"Uzbekistan","2005","102.8",""
"Uzbekistan","2004","94.0",""
"Uzbekistan","2003","86.6",""
"Uzbekistan","2002","86.3",""
"Uzbekistan","2001","80.0",""
"Uzbekistan","2000","76.1",""
"Vanuatu","2012","167.3",""
"Vanuatu","2011","172.4",""
"Vanuatu","2010","207.8",""
"Vanuatu","2009","172.3",""
"Vanuatu","2008","159.3",""
"Vanuatu","2007","150.0",""
"Vanuatu","2006","120.4",""
"Vanuatu","2005","115.4",""
"Vanuatu","2004","116.4",""
"Vanuatu","2003","118.0",""
"Vanuatu","2002","118.9",""
"Vanuatu","2001","120.5",""
"Vanuatu","2000","121.5",""
"Venezuela (Bolivarian Republic of)","2012","628.5",""
"Venezuela (Bolivarian Republic of)","2011","574.5",""
"Venezuela (Bolivarian Republic of)","2010","570.0",""
"Venezuela (Bolivarian Republic of)","2009","710.6",""
"Venezuela (Bolivarian Republic of)","2008","722.5",""
"Venezuela (Bolivarian Republic of)","2007","721.8",""
"Venezuela (Bolivarian Republic of)","2006","631.0",""
"Venezuela (Bolivarian Republic of)","2005","535.7",""
"Venezuela (Bolivarian Republic of)","2004","491.0",""
"Venezuela (Bolivarian Republic of)","2003","431.9",""
"Venezuela (Bolivarian Republic of)","2002","450.9",""
"Venezuela (Bolivarian Republic of)","2001","522.7",""
"Venezuela (Bolivarian Republic of)","2000","480.9",""
"Viet Nam","2012","233.5",""
"Viet Nam","2011","226.9",""
"Viet Nam","2010","215.8",""
"Viet Nam","2009","189.4",""
"Viet Nam","2008","165.6",""
"Viet Nam","2007","181.7",""
"Viet Nam","2006","150.8",""
"Viet Nam","2005","122.8",""
"Viet Nam","2004","104.5",""
"Viet Nam","2003","89.9",""
"Viet Nam","2002","81.5",""
"Viet Nam","2001","82.2",""
"Viet Nam","2000","71.8",""
"Yemen","2012","117.9",""
"Yemen","2011","108.4",""
"Yemen","2010","128.5",""
"Yemen","2009","149.8",""
"Yemen","2008","141.5",""
"Yemen","2007","138.7",""
"Yemen","2006","133.0",""
"Yemen","2005","116.4",""
"Yemen","2004","116.5",""
"Yemen","2003","117.4",""
"Yemen","2002","95.9",""
"Yemen","2001","95.8",""
"Yemen","2000","87.8",""
"Zambia","2012","112.0",""
"Zambia","2011","99.3",""
"Zambia","2010","93.3",""
"Zambia","2009","91.5",""
"Zambia","2008","91.7",""
"Zambia","2007","78.1",""
"Zambia","2006","79.2",""
"Zambia","2005","81.9",""
"Zambia","2004","73.0",""
"Zambia","2003","69.4",""
"Zambia","2002","66.4",""
"Zambia","2001","57.6",""
"Zambia","2000","52.0",""

